,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Income_Category,Employment_Status
1007,5117753,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011.0,1,0,0,0,Managers,2,0,43.0,Medium,1
1008,5126826,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11680.0,1,0,0,0,Sales staff,3,0,32.0,Medium,1
1009,5018505,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20970.0,1,0,0,0,Others,2,0,57.0,Low,0
1010,5067893,M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,-17011.0,1,0,0,0,Others,2,0,46.0,Medium,1
1012,5135531,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-13867.0,1,0,0,0,Drivers,1,0,37.0,Medium,1
1013,5067019,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152.0,1,0,0,1,Laborers,3,0,46.0,Medium,1
1014,5115671,M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,-13317.0,1,0,0,0,High skill tech staff,3,0,36.0,Medium,1
1015,5136985,M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12340.0,1,1,0,0,Managers,1,0,33.0,Medium,1
1016,5126687,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19899.0,1,1,0,0,Others,2,0,54.0,Low,1
1017,5058509,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22774.0,1,0,0,0,Others,2,0,62.0,Medium,0
1018,5045513,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11498.0,1,0,0,0,Others,3,0,31.0,Medium,1
1019,5021730,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16971.0,1,0,0,1,Cleaning staff,3,0,46.0,Medium,1
1020,5048542,F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,-15946.0,1,0,0,0,Others,2,0,43.0,Medium,0
1021,5096342,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11688.0,1,1,0,0,Laborers,2,0,32.0,Medium,1
1022,5021293,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-11901.0,1,0,0,1,Core staff,3,0,32.0,Medium,1
1023,5143079,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13926.0,1,0,0,0,Sales staff,2,0,38.0,Medium,1
1024,5116478,M,Y,Y,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13383.0,1,0,1,0,Drivers,4,0,36.0,Medium,1
1025,5062294,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17795.0,1,0,0,1,Managers,2,0,48.0,Medium,1
1026,5091222,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14838.0,1,0,0,0,Laborers,5,0,40.0,Medium,1
1027,5089887,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-10662.0,1,0,0,0,Sales staff,2,0,29.0,Medium,1
1028,5090790,F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,-15203.0,1,0,0,0,Medicine staff,2,0,41.0,Medium,1
1029,5146429,M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-8897.0,1,0,0,0,Sales staff,2,0,24.0,Medium,1
1030,5069292,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15461.0,1,1,1,0,Managers,3,0,42.0,Medium,1
1031,5054407,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021.0,1,1,0,0,Managers,2,0,35.0,Medium,1
1032,5028616,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-9403.0,1,1,1,0,High skill tech staff,3,0,25.0,Medium,1
1033,5036319,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17993.0,1,0,0,0,Security staff,1,0,49.0,Medium,1
1034,5116606,M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17115.0,1,0,1,0,Laborers,2,0,46.0,Medium,1
1035,5089218,F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14017.0,1,1,1,0,Medicine staff,3,0,38.0,Medium,1
1036,5068648,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,1,0,0,0,Drivers,1,0,31.0,Medium,1
1037,5143560,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,-10954.0,1,0,0,0,Drivers,4,0,30.0,Medium,1
1038,5024925,F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,-19054.0,1,0,0,0,Others,2,0,52.0,Low,0
1039,5029082,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22017.0,1,0,1,0,Others,1,0,60.0,Medium,0
1040,5116633,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-22501.0,1,0,0,0,Others,1,0,61.0,Medium,0
1041,5126518,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-20516.0,1,0,1,0,Laborers,2,0,56.0,Medium,1
1042,5104945,F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16694.0,1,1,1,0,Sales staff,5,0,45.0,Low,1
1043,5116991,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495.0,1,0,1,0,Laborers,2,0,39.0,Medium,1
1044,5096340,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23679.0,1,0,1,0,Others,1,0,64.0,Medium,0
1045,5024670,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-15113.0,1,0,0,0,HR staff,2,0,41.0,Medium,1
1046,5062095,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10171.0,1,1,1,0,High skill tech staff,1,0,27.0,Medium,1
1047,5079057,M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-14869.0,1,0,1,0,Laborers,2,0,40.0,Medium,1
1048,5041881,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-14778.0,1,0,0,0,Others,2,0,40.0,Medium,1
1049,5053117,M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13534.0,1,0,0,0,Others,3,0,37.0,Medium,1
1050,5115921,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15344.0,1,0,0,0,Drivers,2,0,42.0,Medium,1
1051,5150221,M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,-10136.0,1,0,0,0,Laborers,2,0,27.0,Medium,1
1052,5026166,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-24166.0,1,0,0,0,Others,2,0,66.0,Medium,0
1053,5100171,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,-17296.0,1,0,0,0,Others,2,0,47.0,Medium,0
1054,5126294,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21149.0,1,1,0,0,Laborers,2,0,57.0,Medium,1
1055,5149980,F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732.0,1,0,0,0,Core staff,3,0,34.0,Medium,1
1056,5089580,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-11664.0,1,1,1,0,Core staff,2,0,31.0,Medium,1
1057,5041320,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973.0,1,0,0,0,Laborers,1,0,51.0,Medium,1
1058,5105499,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-10669.0,1,0,0,0,Others,2,0,29.0,Medium,1
1059,5095514,M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,-20509.0,1,0,1,0,Others,2,0,56.0,Medium,1
1060,5089275,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-13592.0,1,0,1,1,Accountants,2,0,37.0,Medium,1
1061,5069066,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9743.0,1,0,0,0,Laborers,1,0,26.0,Medium,1
1062,5125542,M,N,N,0,180000.0,Working,Higher education,Married,With parents,-13484.0,1,1,1,0,High skill tech staff,2,0,36.0,Medium,1
1063,5095033,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-15406.0,1,0,0,0,Drivers,2,0,42.0,Medium,1
1064,5142163,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524.0,1,0,0,0,Sales staff,3,0,31.0,Medium,1
1065,5029529,M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,-21719.0,1,0,1,0,Others,2,0,59.0,Medium,0
1066,5090493,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21310.0,1,0,0,0,Others,2,0,58.0,Medium,0
1067,5105291,F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,-10240.0,1,1,1,0,Core staff,1,0,28.0,Medium,1
1068,5116005,M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16923.0,1,0,0,0,High skill tech staff,3,0,46.0,High,1
1069,5115679,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22442.0,1,0,1,0,Others,2,0,61.0,Medium,0
1070,5061500,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948.0,1,0,0,0,Others,3,0,43.0,Medium,1
1071,5045380,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,-15936.0,1,0,1,0,Managers,2,0,43.0,Medium,1
1072,5041355,M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,-24261.0,1,0,1,0,Others,2,0,66.0,Medium,0
1073,5113057,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-14096.0,1,0,1,1,Accountants,1,0,38.0,Medium,1
1074,5148981,F,Y,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-18095.0,1,0,0,0,High skill tech staff,2,0,49.0,Low,1
1075,5010238,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16507.0,1,0,0,0,Drivers,2,0,45.0,Medium,1
1076,5024604,F,N,Y,0,630000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21982.0,1,0,1,0,Others,1,0,60.0,High,0
1077,5090705,F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,-23290.0,1,0,0,0,Others,1,0,63.0,Medium,0
1078,5050724,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,-12845.0,1,1,1,0,Accountants,2,0,35.0,Medium,1
1079,5142781,M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,-13979.0,1,0,0,0,Laborers,3,0,38.0,Medium,1
1080,5114643,F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-13546.0,1,0,0,0,Laborers,1,0,37.0,Medium,1
1081,5087536,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9874.0,1,0,1,0,Laborers,1,0,27.0,Low,1
1082,5053744,F,N,Y,0,360000.0,State servant,Higher education,Married,House / apartment,-16182.0,1,0,1,0,Managers,2,0,44.0,Medium,1
1083,5117698,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-20319.0,1,1,0,0,Others,2,0,55.0,Medium,1
1084,5118560,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16849.0,1,0,1,0,Cooking staff,1,0,46.0,Medium,1
1085,5054496,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-12102.0,1,0,0,0,Waiters/barmen staff,1,0,33.0,Medium,1
1086,5033895,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-11296.0,1,0,0,0,Core staff,4,0,30.0,Medium,1
1087,5033659,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19103.0,1,0,0,0,Laborers,2,0,52.0,Medium,1
1088,5062205,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472.0,1,1,1,0,Others,2,0,47.0,Medium,1
1089,5056237,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,-12729.0,1,1,0,0,Cleaning staff,2,0,34.0,Low,1
1090,5061773,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21049.0,1,0,0,0,Others,1,0,57.0,Medium,0
1091,5135863,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12226.0,1,0,0,0,Sales staff,4,0,33.0,Low,1
1092,5050793,F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,-21247.0,1,0,0,0,Core staff,2,0,58.0,Medium,1
1093,5091057,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15438.0,1,0,0,1,Secretaries,4,0,42.0,Medium,1
1094,5149368,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21369.0,1,0,1,0,Others,2,0,58.0,Medium,0
1095,5053156,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774.0,1,0,0,0,Others,1,0,65.0,Medium,0
1096,5091651,F,Y,Y,1,252000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10707.0,1,0,0,0,Others,2,0,29.0,Medium,1
1097,5118545,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18279.0,1,0,1,0,Sales staff,2,0,50.0,Medium,1
1098,5024592,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,With parents,-8893.0,1,1,0,0,Drivers,2,0,24.0,Medium,1
1099,5125804,F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-18340.0,1,0,0,1,Laborers,1,0,50.0,Medium,1
1100,5024726,M,N,Y,0,162000.0,Pensioner,Higher education,Married,House / apartment,-23273.0,1,0,1,0,Others,2,0,63.0,Medium,0
1102,5033728,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13666.0,1,1,1,0,Core staff,3,0,37.0,Medium,1
1103,5149327,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-18838.0,1,0,0,0,Managers,2,0,51.0,Medium,1
1104,5024033,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,With parents,-14612.0,1,0,0,0,Core staff,4,0,40.0,Medium,1
1105,5113841,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-8961.0,1,1,0,1,Core staff,2,0,24.0,Medium,1
1106,5022918,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-12195.0,1,0,1,0,Managers,1,0,33.0,Medium,1
1107,5142649,M,Y,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17575.0,1,0,1,0,Laborers,2,0,48.0,Medium,1
1108,5048276,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,-10028.0,1,0,0,0,Core staff,2,0,27.0,Medium,1
1109,5022612,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10144.0,1,0,0,0,Laborers,3,0,27.0,Medium,1
1110,5028446,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18071.0,1,0,0,0,Laborers,1,0,49.0,Medium,1
1111,5113556,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318.0,1,0,1,1,Drivers,2,0,50.0,Medium,1
1112,5091894,M,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-10192.0,1,0,0,0,Sales staff,1,0,27.0,Medium,1
1113,5025181,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22829.0,1,0,0,0,High skill tech staff,1,0,62.0,Medium,1
1114,5091795,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15179.0,1,0,0,0,Laborers,3,0,41.0,Low,1
1115,5022343,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23498.0,1,0,0,0,Others,1,0,64.0,Low,0
1116,5065704,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17454.0,1,0,1,0,Others,1,0,47.0,Medium,0
1117,5068511,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15875.0,1,1,1,0,Core staff,2,0,43.0,Medium,1
1118,5053941,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21100.0,1,0,1,0,Others,1,0,57.0,Medium,0
1119,5036926,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11907.0,1,1,1,1,Core staff,2,0,32.0,Medium,1
1120,5114138,F,N,N,2,180000.0,State servant,Secondary / secondary special,Married,Office apartment,-11176.0,1,1,0,0,Laborers,4,0,30.0,Medium,1
1121,5142595,M,Y,Y,0,418500.0,Working,Higher education,Married,House / apartment,-19038.0,1,0,1,0,Others,2,0,52.0,Medium,1
1122,5052883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915.0,1,0,0,0,Drivers,2,0,49.0,Medium,1
1123,5068019,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15438.0,1,0,0,0,Laborers,2,0,42.0,Medium,1
1124,5146024,F,N,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-11089.0,1,0,1,0,Core staff,2,0,30.0,Medium,1
1125,5036093,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21694.0,1,1,0,0,Security staff,2,0,59.0,Medium,1
1126,5068339,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-10101.0,1,1,1,0,Laborers,2,0,27.0,Medium,1
1127,5095020,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13046.0,1,0,0,0,Others,2,0,35.0,Medium,1
1128,5105185,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16165.0,1,1,0,0,Laborers,2,0,44.0,Medium,1
1129,5117216,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11107.0,1,0,0,0,Core staff,2,0,30.0,Medium,1
1130,5089632,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188.0,1,1,1,1,Sales staff,2,0,44.0,Medium,1
1131,5100464,M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,-17318.0,1,0,1,0,Laborers,3,0,47.0,Medium,1
1132,5028930,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17202.0,1,0,0,0,Sales staff,2,0,47.0,Medium,1
1133,5036412,F,N,Y,0,83250.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20219.0,1,0,1,0,Others,2,0,55.0,Low,0
1134,5116643,F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,-20047.0,1,0,0,0,Laborers,2,0,54.0,Medium,1
1135,5091766,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17454.0,1,0,0,0,Laborers,2,0,47.0,Medium,1
1136,5067961,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-22111.0,1,0,0,0,Managers,2,0,60.0,Medium,1
1137,5033814,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13153.0,1,0,0,0,Laborers,2,0,36.0,Medium,1
1138,5113847,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19890.0,1,1,0,0,High skill tech staff,1,0,54.0,Medium,1
1139,5142239,F,Y,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-16421.0,1,0,0,0,Managers,2,0,44.0,Medium,1
1140,5117182,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20570.0,1,0,0,0,Others,2,0,56.0,Medium,0
1141,5126308,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,-12788.0,1,1,1,0,Core staff,1,0,35.0,Medium,1
1142,5142118,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-18093.0,1,0,0,0,Managers,3,0,49.0,Medium,1
1143,5068196,M,Y,Y,0,173250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16273.0,1,1,0,0,Drivers,2,0,44.0,Medium,1
1144,5068692,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819.0,1,0,0,0,Laborers,1,0,32.0,Medium,1
1145,5085780,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17995.0,1,0,0,0,Managers,2,0,49.0,Medium,1
1146,5096095,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10728.0,1,1,1,0,Accountants,3,0,29.0,Medium,1
